No,Class,クラス名
557,"556_nematode,_nematode_worm,_roundworm",線虫
558,557_conch,巻貝
559,558_snail,カタツムリ
560,559_slug,なめくじ
561,"560_sea_slug,_nudibranch",ウミウシ
562,"561_chiton,_coat-of-mail_shell,_sea_cradle,_polyplacophore",多板綱
563,562_sea_urchin,うに
564,"563_sea_cucumber,_holothurian",ナマコ
565,"564_iron,_smoothing_iron",アイロン
566,565_espresso_maker,エスプレッソメーカー
567,"566_microwave,_microwave_oven",電子レンジ
568,567_Dutch_oven,ダッチオーブン
569,568_rotisserie,回転肉焼き器
570,569_toaster,トースター
571,570_waffle_iron,ワッフル焼き型
572,"571_vacuum,_vacuum_cleaner",掃除機
573,"572_dishwasher,_dish_washer,_dishwashing_machine",食器洗い機
574,"573_refrigerator,_icebox",冷蔵庫
575,"574_washer,_automatic_washer,_washing_machine",洗濯機
576,575_Crock_Pot,調理鍋
577,"576_frying_pan,_frypan,_skillet",フライパン
578,577_wok,中華鍋
579,"578_caldron,_cauldron",大釜
580,579_coffeepot,コーヒーポット
581,580_teapot,ティーポット
582,581_spatula,へら
583,582_altar,祭壇
584,583_triumphal_arch,凱旋門
585,"584_patio,_terrace",テラス
586,585_steel_arch_bridge,鋼アーチ橋
587,586_suspension_bridge,吊橋
588,587_viaduct,高架橋
589,588_barn,納屋
590,"589_greenhouse,_nursery,_glasshouse",温室
591,590_palace,宮殿
592,591_monastery,修道院
593,592_library,図書館
594,"593_apiary,_bee_house",養蜂場
595,594_boathouse,舟小屋
596,"595_church,_church_building",教会
597,596_mosque,モスク
598,"597_stupa,_tope",卒塔婆
599,598_planetarium,プラネタリウム
600,"599_restaurant,_eating_house,_eating_place,_eatery",レストラン
601,"600_cinema,_movie_theater,_movie_theatre,_movie_house,_picture_palace",映画館
602,"601_home_theater,_home_theatre",ホームシアター
603,"602_lumbermill,_sawmill",製材所
604,"603_coil,_spiral,_volute,_whorl,_helix",らせん階段
605,604_obelisk,オベリスク
606,605_totem_pole,トーテムポール
607,606_castle,城
608,"607_prison,_prison_house",刑務所
609,"608_grocery_store,_grocery,_food_market,_market",食品市場
610,"609_bakery,_bakeshop,_bakehouse",ベーカリー
611,610_barbershop,理髪店
612,"611_bookshop,_bookstore,_bookstall",書店
613,"612_butcher_shop,_meat_market",食肉市場
614,"613_confectionery,_confectionary,_candy_store",キャンディー・ストア
615,"614_shoe_shop,_shoe-shop,_shoe_store",靴屋
616,"615_tobacco_shop,_tobacconist_shop,_tobacconist",タバコ屋
617,616_toyshop,玩具屋
618,617_fountain,噴水
619,618_cliff_dwelling,崖住居
620,619_yurt,ゲル
621,"620_dock,_dockage,_docking_facility",ドック
622,"621_brass,_memorial_tablet,_plaque",記念碑
623,"622_megalith,_megalithic_structure",巨石構造
624,"623_bannister,_banister,_balustrade,_balusters,_handrail",手すり
625,"624_breakwater,_groin,_groyne,_mole,_bulwark,_seawall,_jetty",防波堤
626,"625_dam,_dike,_dyke",ダム
627,626_chainlink_fence,金網フェンス
628,"627_picket_fence,_paling",囲い柵
629,"628_worm_fence,_snake_fence,_snake-rail_fence,_Virginia_fence",ワームフェンス
630,"629_diamondback,_diamondback_rattlesnake,_Crotalus_adamanteus",ガラガラヘビ
631,"630_grille,_radiator_grille",フロントグリル
632,631_sliding_door,引き戸
633,632_turnstile,改札口
634,633_mountain_tent,テント
635,634_scoreboard,スコアボード
636,635_honeycomb,ハニカム構造
637,636_plate_rack,プレートラック
638,"637_pedestal,_plinth,_footstall",台座
639,"638_beacon,_lighthouse,_beacon_light,_pharos",灯台
640,"639_leatherback_turtle,_leatherback,_leathery_turtle,_Dermochelys_coriacea",オサガメ
641,640_mashed_potato,マッシュポテト
642,641_bell_pepper,ピーマン
643,642_head_cabbage,キャベツ
644,643_broccoli,ブロッコリ
645,644_cauliflower,カリフラワー
646,"645_zucchini,_courgette",ズッキーニ
647,646_spaghetti_squash,キンシウリ
648,647_acorn_squash,ドングリカボチャ
649,648_butternut_squash,バターナット・スクウォッシュ
650,"649_cucumber,_cuke",キュウリ
651,"650_artichoke,_globe_artichoke",アーティチョーク
652,651_cardoon,カルドン
653,652_mushroom,キノコ
654,653_shower_curtain,シャワーカーテン
655,"654_jean,_blue_jean,_denim",ジーンズ
656,655_carton,段ボール
657,"656_handkerchief,_hankie,_hanky,_hankey",ハンカチ
658,657_sandal,サンダル
659,"658_ashcan,_trash_can,_garbage_can,_wastebin,_ash_bin,_ash-bin,_ashbin,_dustbin,_trash_barrel,_trash_bin",ごみ箱
660,659_safe,金庫
661,660_plate,プレート
662,661_necklace,ネックレス
663,662_croquet_ball,クロケットボール
664,663_fur_coat,毛皮コート
665,664_thimble,指ぬき
666,"665_pajama,_pyjama,_pj's,_jammies",パジャマ
667,666_running_shoe,ランニングシューズ
668,"667_oboe,_hautboy,_hautbois",オーボエ
669,668_cocktail_shaker,カクテルシェーカー
670,669_chest,箱
671,670_manhole_cover,マンホールカバー
672,671_modem,モデム
673,"672_tub,_vat",浴槽
674,673_tray,トレイ
675,"674_balance_beam,_beam",平均台
676,"675_bagel,_beigel",ベーグル
677,"676_violin,_fiddle",バイオリン
678,"677_prayer_rug,_prayer_mat",礼拝用敷物
679,678_kimono,着物
680,"679_hot_pot,_hotpot",火鍋
681,680_whiskey_jug,ウイスキーの水差し
682,681_knee_pad,膝パッド
683,"682_book_jacket,_dust_cover,_dust_jacket,_dust_wrapper",ブックカバー
684,683_spindle,紡錘
685,684_ski_mask,目出し帽
686,685_beer_bottle,ビール瓶
687,686_crash_helmet,クラッシュ・ヘルメット
688,687_bottlecap,瓶のキャップ
689,688_tile_roof,瓦屋根
690,689_mask,仮面
691,690_maillot,レオタード
692,691_Petri_dish,シャーレ
693,692_football_helmet,フットボールヘルメット
694,"693_bathing_cap,_swimming_cap",水泳用キャップ
695,"694_teddy,_teddy_bear",テディベア
696,695_holster,銃ケース
697,"696_pop_bottle,_soda_bottle",炭酸飲料
698,697_photocopier,コピー機
699,698_vestment,祭服
700,"699_crossword_puzzle,_crossword",クロスワードパズル
701,700_golf_ball,ゴルフボール
702,701_trifle,トライフル
703,"702_suit,_suit_of_clothes",スーツ
704,703_water_tower,給水塔
705,"704_feather_boa,_boa",ボア
706,705_cloak,マント
707,706_red_wine,赤ワイン
708,707_drumstick,ドラムスティック
709,"708_shield,_buckler",盾
710,709_Christmas_stocking,クリスマス・ストッキング
711,"710_hoopskirt,_crinoline",フープスキート
712,711_menu,メニュー
713,712_stage,ステージ
714,"713_bonnet,_poke_bonnet",ポークボンネット
715,"714_meat_loaf,_meatloaf",ミートローフ
716,715_baseball,野球
717,716_face_powder,おしろい
718,717_scabbard,サヤ
719,"718_sunscreen,_sunblock,_sun_blocker",日焼け止め
720,719_beer_glass,ビールグラス
721,"720_hen-of-the-woods,_hen_of_the_woods,_Polyporus_frondosus,_Grifola_frondosa",マイタケ
722,721_guacamole,ワカモレ
723,"722_wool,_woolen,_woollen",ウール
724,723_hay,干し草
725,"724_bow_tie,_bow-tie,_bowtie",ちょうネクタイ
726,"725_mailbag,_postbag",メールバッグ
727,726_water_jug,水差し
728,"727_bucket,_pail",バケツ
729,"728_dishrag,_dishcloth",ヘチマ布巾
730,729_soup_bowl,スープボール
731,730_eggnog,エッグノッグ
732,731_mortar,すり鉢
733,732_trench_coat,トレンチコート
734,"733_paddle,_boat_paddle",パドル
735,734_chain,鎖
736,"735_swab,_swob,_mop",モップ
737,736_mixing_bowl,ミキサーボウル
738,737_potpie,ポットパイ
739,738_wine_bottle,ワインボトル
740,739_shoji,障子
741,740_bulletproof_vest,防弾チョッキ
742,"741_drilling_platform,_offshore_rig",掘削プラットホーム
743,"742_binder,_ring-binder",バインダー
744,743_cardigan,カーディガン
745,744_sweatshirt,トレーナー
746,"745_pot,_flowerpot",植木鉢
747,746_birdhouse,小鳥小屋
748,"747_jinrikisha,_ricksha,_rickshaw",人力車
749,748_hamper,バスケット
750,749_ping-pong_ball,ピンポン球
751,"750_pencil_box,_pencil_case",鉛筆ケース
752,751_consomme,コンソメ
753,752_apron,エプロン
754,"753_punching_bag,_punch_bag,_punching_ball,_punchball",サンドバッグ
755,"754_backpack,_back_pack,_knapsack,_packsack,_rucksack,_haversack",バックパック
756,"755_groom,_bridegroom",新郎
757,"756_bearskin,_busby,_shako",黒毛皮帽
758,757_pencil_sharpener,鉛筆削り
759,758_broom,ほうき
760,759_abaya,アバヤ
761,760_mortarboard,式帽
762,761_poncho,ポンチョ
763,762_crutch,松葉杖
764,"763_Polaroid_camera,_Polaroid_Land_camera",ポラロイドカメラ
765,764_space_bar,スペースキー
766,765_cup,カップ
767,"766_racket,_racquet",ラケット
768,"767_traffic_light,_traffic_signal,_stoplight",信号機
769,"768_quill,_quill_pen",羽根ペン
770,"769_radio,_wireless",無線
771,"770_snow_leopard,_ounce,_Panthera_uncia",ユキヒョウ
772,771_dough,生地
773,772_cuirass,胴よろい
774,773_military_uniform,軍服
775,"774_lipstick,_lip_rouge",口紅
776,775_shower_cap,シャワーキャップ
777,776_monitor,モニター
778,"777_oscilloscope,_scope,_cathode-ray_oscilloscope,_CRO",オシロスコープ
779,778_mitten,ミトン
780,"779_brassiere,_bra,_bandeau",ブラジャー
781,780_French_loaf,フランスパン
782,781_vase,花瓶
783,782_milk_can,ミルク缶
784,783_rugby_ball,ラグビーボール
785,784_paper_towel,ペーパータオル
786,785_earthstar,ヒメツチグリ
787,786_envelope,封筒
788,"787_miniskirt,_mini",ミニスカート
789,"788_cowboy_hat,_ten-gallon_hat",テンガロンハット
790,"789_trolleybus,_trolley_coach,_trackless_trolley",トロリーバス
791,"790_perfume,_essence",香水
792,"791_bathtub,_bathing_tub,_bath,_tub",浴槽
793,"792_hotdog,_hot_dog,_red_hot",ホットドッグ
794,793_coral_fungus,シロソウメンタケ
795,"794_bullet_train,_bullet",新幹線
796,795_pillow,枕
797,"796_toilet_tissue,_toilet_paper,_bathroom_tissue",トイレットペーパー
798,797_cassette,カセット
799,"798_carpenter's_kit,_tool_kit",大工用キット
800,799_ladle,おたま
801,"800_stinkhorn,_carrion_fungus",スッポンタケ
802,801_lotion,ローション
803,802_hair_spray,ヘアスプレー
804,"803_academic_gown,_academic_robe,_judge's_robe",アカデミックガウン
805,804_dome,ドーム
806,805_crate,木箱
807,806_wig,かつら
808,807_burrito,ブリート
809,808_pill_bottle,薬瓶
810,"809_chain_mail,_ring_mail,_mail,_chain_armor,_chain_armour,_ring_armor,_ring_armour",リングアーマー
811,"810_theater_curtain,_theatre_curtain",シアターカーテン
812,811_window_shade,ブラインド
813,"812_barrel,_cask",たる
814,"813_washbasin,_handbasin,_washbowl,_lavabo,_wash-hand_basin",洗面器
815,"814_ballpoint,_ballpoint_pen,_ballpen,_Biro",ボールペン
816,815_basketball,バスケットボール
817,816_bath_towel,バスタオル
818,817_cowboy_boot,カウボーイブーツ
819,818_gown,ガウン
820,819_window_screen,網戸
821,820_agaric,ハラタケ
822,821_standard_poodle,スタンダード・プードル
823,"822_cellular_telephone,_cellular_phone,_cellphone,_cell,_mobile_phone",携帯電話
824,823_nipple,ほ乳瓶
825,824_barbell,バーベル
826,"825_mailbox,_letter_box",郵便受け
827,"826_lab_coat,_laboratory_coat",白衣
828,"827_fire_screen,_fireguard",防火柵
829,828_minibus,マイクロバス
830,829_packet,小包
831,"830_brown_bear,_bruin,_Ursus_arctos",ヒグマ
832,831_pole,電柱
833,"832_horizontal_bar,_high_bar",鉄棒
834,833_sombrero,ソンブレロ
835,834_pickelhaube,ピッケルハウベ
836,835_rain_barrel,天水桶
837,"836_wallet,_billfold,_notecase,_pocketbook",お札入れ
838,837_cassette_player,カセット・プレーヤー
839,838_comic_book,マンガ
840,"839_piggy_bank,_penny_bank",貯金箱
841,840_street_sign,道路標識
842,"841_bell_cote,_bell_cot",鐘つり塔
843,842_fountain_pen,万年筆
844,843_Windsor_tie,ウィンザーネクタイ
845,844_volleyball,バレーボール
846,845_overskirt,スカート
847,846_sarong,サロン
848,847_purse,財布
849,"848_bolo_tie,_bolo,_bola_tie,_bola",ポーラー・タイ
850,849_bib,よだれかけ
851,"850_parachute,_chute",パラシュート
852,851_sleeping_bag,寝袋
853,"852_television,_television_system",テレビ
854,"853_swimming_trunks,_bathing_trunks",水着
855,854_measuring_cup,計量カップ
856,855_espresso,エスプレッソ
857,"856_pizza,_pizza_pie",ピザ
858,"857_breastplate,_aegis,_egis",胸当て
859,858_shopping_basket,買い物かご
860,859_wooden_spoon,木製スプーン
861,"860_saltshaker,_salt_shaker",塩入れ
862,"861_chocolate_sauce,_chocolate_syrup",チョコレートシロップ
863,"862_ballplayer,_baseball_player",野球選手
864,863_goblet,聖爵
865,864_gyromitra,シャグマアミガサタケ
866,865_stretcher,ストレッチャー
867,866_water_bottle,水入れ、水筒
868,"867_skunk,_polecat,_wood_pussy",スカンク
869,868_soap_dispenser,ソープ・ディスペンサー
870,"869_jersey,_T-shirt,_tee_shirt",Tシャツ
871,870_school_bus,スクールバス
872,871_jigsaw_puzzle,ジグソーパズル
873,872_plastic_bag,ビニール袋
874,873_reflex_camera,一眼レフ
875,"874_diaper,_nappy,_napkin",おむつ
876,875_Band_Aid,バンドエイド
877,"876_ice_lolly,_lolly,_lollipop,_popsicle",アイスキャンディー
878,877_velvet,ベルベット
879,878_tennis_ball,テニスボール
880,"879_gasmask,_respirator,_gas_helmet",ガスマスク
881,"880_doormat,_welcome_mat",ドアマット
882,881_Loafer,ローファー
883,"882_ice_cream,_icecream",アイスクリーム
884,883_pretzel,プレッツェル
885,"884_quilt,_comforter,_comfort,_puff",キルト
886,"885_maillot,_tank_suit",ワンピース水着
887,886_tape_player,テーププレーヤー
888,"887_clog,_geta,_patten,_sabot",木靴
889,888_iPod,iPod
890,889_bolete,ヤマドリタケ
891,"890_meerkat,_mierkat",ミーアキャット
892,891_scuba_diver,スキューバダイビング
893,"892_pitcher,_ewer",ピッチャー
894,893_matchstick,マッチ棒
895,"894_bikini,_two-piece",ビキニ
896,895_sock,靴下
897,896_CD_player,CDプレーヤー
898,"897_lens_cap,_lens_cover",レンズキャップ
899,"898_thatch,_thatched_roof",茅葺き屋根
900,899_vault,アーチ形天井
901,900_beaker,ビーカー
902,901_bubble,泡
903,902_cheeseburger,チーズバーガー
904,"903_parallel_bars,_bars",平行棒
905,"904_flagpole,_flagstaff",フラッグポール
906,905_coffee_mug,コーヒーマグカップ
907,"906_rubber_eraser,_rubber,_pencil_eraser",消しゴム
908,907_stole,ストール
909,908_carbonara,カルボナーラ
910,909_dumbbell,ダンベル
911,910_Siberian_husky,シベリアンハスキー
912,"911_English_springer,_English_springer_spaniel",イングリッシュ・スプリンガー・スパニエル
913,"912_malamute,_malemute,_Alaskan_malamute",アラスカン・マラミュート
914,"913_Walker_hound,_Walker_foxhound",ツリーイング・ウォーカー・クーンハウンド
915,914_Welsh_springer_spaniel,ウェルシュ・スプリンガー・スパニエル
916,915_whippet,ウィペット
917,916_Weimaraner,ワイマラナー
918,917_soft-coated_wheaten_terrier,ソフトコーテッド・ウィートン・テリア
919,"918_Dandie_Dinmont,_Dandie_Dinmont_terrier",ダンディ・ディンモント・テリア
920,"919_Old_English_sheepdog,_bobtail",オールド・イングリッシュ・シープドッグ
921,"920_otterhound,_otter_hound",オッターハウンド
922,"921_bloodhound,_sleuthhound",ブラッドハウンド
923,"922_Airedale,_Airedale_terrier",エアデール・テリア
924,923_giant_schnauzer,ジャイアント・シュナウザー
925,924_black-and-tan_coonhound,ブラック・アンド・タン・クーンハウンド
926,925_papillon,パピヨン
927,926_Mexican_hairless,メキシカン・ヘアレス・ドッグ
928,"927_Cardigan,_Cardigan_Welsh_corgi",ウェルシュ・コーギー・カーディガン
929,928_malinois,ベルジアン・シェパード・ドッグ・マリノア
930,"929_Lhasa,_Lhasa_apso",ラサ・アプソ
931,"930_Norwegian_elkhound,_elkhound",ノルウェジアン・エルクハウンド・グレー
932,931_Rottweiler,ロットワイラー
933,"932_Saluki,_gazelle_hound",サルーキ
934,933_schipperke,スキッパーキ
935,934_Brabancon_griffon,ブリュッセル・グリフォン
936,935_West_Highland_white_terrier,ウエスト・ハイランド・ホワイト・テリア
937,"936_Sealyham_terrier,_Sealyham",シーリハム・テリア
938,937_Irish_wolfhound,アイリッシュ・ウルフハウンド
939,938_EntleBucher,エントレブッハー・キャトル・ドッグ
940,939_French_bulldog,フレンチ・ブルドッグ
941,940_Bernese_mountain_dog,バーニーズ・マウンテン・ドッグ
942,"941_Maltese_dog,_Maltese_terrier,_Maltese",マルチーズ
943,942_Norfolk_terrier,ノーフォーク・テリア
944,943_toy_terrier,トイ・テリア
945,"944_cairn,_cairn_terrier",ケアーン・テリア
946,945_groenendael,ベルジアン・シェパード・ドッグ・グローネンダール
947,"946_clumber,_clumber_spaniel",クランバー・スパニエル
948,"947_Afghan_hound,_Afghan",アフガン・ハウンド
949,948_Japanese_spaniel,狆
950,"949_borzoi,_Russian_wolfhound",ボルゾイ
951,950_toy_poodle,トイプードル
952,951_Kerry_blue_terrier,ケリー・ブルー・テリア
953,"952_Scotch_terrier,_Scottish_terrier,_Scottie",スコティッシュ・テリア
954,"953_Boston_bull,_Boston_terrier",ボストン・テリア
955,954_Greater_Swiss_Mountain_dog,グレーター・スイス・マウンテン・ドッグ
956,955_Appenzeller,アッペンツェラー・キャトル・ドッグ
957,956_Shih-Tzu,シーズー
958,957_Irish_water_spaniel,アイリッシュ・ウォーター・スパニエル
959,958_Pomeranian,ポメラニアン
960,959_Bedlington_terrier,ベドリントン・テリア
961,960_miniature_schnauzer,ミニチュア・シュナウザー
962,961_collie,コリー
963,962_Irish_terrier,アイリッシュ・テリア
964,"963_affenpinscher,_monkey_pinscher,_monkey_dog",アーフェンピンシャー
965,"964_silky_terrier,_Sydney_silky",オーストラリアン・シルキー・テリア
966,965_beagle,ビーグル
967,966_Leonberg,レオンベルガー
968,967_German_short-haired_pointer,ジャーマン・ショートヘアード・ポインター
969,"968_dhole,_Cuon_alpinus",ドール
970,969_Chesapeake_Bay_retriever,チェサピーク・ベイ・レトリーバー
971,970_bull_mastiff,ブルマスティフ
972,971_kuvasz,クーバース
973,"972_pug,_pug-dog",パグ
974,973_curly-coated_retriever,カーリーコーテッド・レトリーバー
975,974_Norwich_terrier,ノーリッチ・テリア
976,975_keeshond,キースホンド
977,976_Lakeland_terrier,レークランド・テリア
978,977_standard_schnauzer,スタンダード・シュナウザー
979,"978_Tibetan_terrier,_chrysanthemum_dog",チベタン・テリア
980,979_wire-haired_fox_terrier,ワイアー・フォックス・テリア
981,"980_basset,_basset_hound",バセット・ハウンド
982,"981_chow,_chow_chow",チャウ・チャウ
983,"982_American_Staffordshire_terrier,_Staffordshire_terrier,_American_pit_bull_terrier,_pit_bull_terrier",アメリカン・スタッフォードシャー・テリア
984,"983_Shetland_sheepdog,_Shetland_sheep_dog,_Shetland",シェットランド・シープドッグ
985,984_Great_Pyrenees,グレート・ピレニーズ
986,985_Chihuahua,チワワ
987,986_Labrador_retriever,ラブラドール・レトリバー
988,"987_Samoyed,_Samoyede",サモエド
989,988_bluetick,ブルーティック・クーンハウンド
990,989_kelpie,ケルピー
991,990_miniature_pinscher,ミニチュア・ピンシャー
992,991_Italian_greyhound,イタリアン・グレイハウンド
993,"992_cocker_spaniel,_English_cocker_spaniel,_cocker",コッカー・スパニエル
994,993_Sussex_spaniel,サセックス・スパニエル
995,"994_Pembroke,_Pembroke_Welsh_corgi",コーギー
996,995_Blenheim_spaniel,キャバリア・キング・チャールズ・スパニエル
997,"996_Ibizan_hound,_Ibizan_Podenco",イビザン・ハウンド
998,997_English_foxhound,イングリッシュ・フォックスハウンド
999,998_briard,ブリアード
1000,999_Border_terrier,ボーダー・テリア
